window_id,start_index,end_index,start_time,end_time,n_rows,contiguous,valid_fraction
336,3360,3410,2022-08-12 16:56:01,2022-08-12 16:56:50,50,1,1.0
337,3370,3420,2022-08-12 16:56:11,2022-08-12 16:57:00,50,1,1.0
338,3380,3430,2022-08-12 16:56:21,2022-08-12 16:57:10,50,1,1.0
339,3390,3440,2022-08-12 16:56:31,2022-08-12 16:57:20,50,1,1.0
340,3400,3450,2022-08-12 16:56:41,2022-08-12 16:57:30,50,1,1.0
341,3410,3460,2022-08-12 16:56:51,2022-08-12 16:57:40,50,1,1.0
342,3420,3470,2022-08-12 16:57:01,2022-08-12 16:57:50,50,1,1.0
343,3430,3480,2022-08-12 16:57:11,2022-08-12 16:58:00,50,1,1.0
344,3440,3490,2022-08-12 16:57:21,2022-08-12 16:58:10,50,1,1.0
345,3450,3500,2022-08-12 16:57:31,2022-08-12 16:58:20,50,1,1.0
346,3460,3510,2022-08-12 16:57:41,2022-08-12 16:58:30,50,1,1.0
347,3470,3520,2022-08-12 16:57:51,2022-08-12 16:58:40,50,1,1.0
348,3480,3530,2022-08-12 16:58:01,2022-08-12 16:58:50,50,1,1.0
349,3490,3540,2022-08-12 16:58:11,2022-08-12 16:59:00,50,1,1.0
350,3500,3550,2022-08-12 16:58:21,2022-08-12 16:59:10,50,1,1.0
351,3510,3560,2022-08-12 16:58:31,2022-08-12 16:59:20,50,1,1.0
352,3520,3570,2022-08-12 16:58:41,2022-08-12 16:59:30,50,1,1.0
353,3530,3580,2022-08-12 16:58:51,2022-08-12 16:59:40,50,1,1.0
354,3540,3590,2022-08-12 16:59:01,2022-08-12 16:59:50,50,1,1.0
355,3550,3600,2022-08-12 16:59:11,2022-08-12 17:00:00,50,1,1.0
356,3560,3610,2022-08-12 16:59:21,2022-08-12 17:00:10,50,1,1.0
357,3570,3620,2022-08-12 16:59:31,2022-08-12 17:00:20,50,1,1.0
358,3580,3630,2022-08-12 16:59:41,2022-08-12 17:00:30,50,1,1.0
359,3590,3640,2022-08-12 16:59:51,2022-08-12 17:00:40,50,1,1.0
360,3600,3650,2022-08-12 17:00:01,2022-08-12 17:00:50,50,1,1.0
361,3610,3660,2022-08-12 17:00:11,2022-08-12 17:01:00,50,1,1.0
362,3620,3670,2022-08-12 17:00:21,2022-08-12 17:01:10,50,1,1.0
363,3630,3680,2022-08-12 17:00:31,2022-08-12 17:01:20,50,1,1.0
364,3640,3690,2022-08-12 17:00:41,2022-08-12 17:01:30,50,1,1.0
365,3650,3700,2022-08-12 17:00:51,2022-08-12 17:01:40,50,1,1.0
366,3660,3710,2022-08-12 17:01:01,2022-08-12 17:01:50,50,1,1.0
367,3670,3720,2022-08-12 17:01:11,2022-08-12 17:02:00,50,1,1.0
368,3680,3730,2022-08-12 17:01:21,2022-08-12 17:02:10,50,1,1.0
369,3690,3740,2022-08-12 17:01:31,2022-08-12 17:02:20,50,1,1.0
370,3700,3750,2022-08-12 17:01:41,2022-08-12 17:02:30,50,1,1.0
371,3710,3760,2022-08-12 17:01:51,2022-08-12 17:02:40,50,1,1.0
372,3720,3770,2022-08-12 17:02:01,2022-08-12 17:02:50,50,1,1.0
373,3730,3780,2022-08-12 17:02:11,2022-08-12 17:03:00,50,1,1.0
374,3740,3790,2022-08-12 17:02:21,2022-08-12 17:03:10,50,1,1.0
375,3750,3800,2022-08-12 17:02:31,2022-08-12 17:03:20,50,1,1.0
376,3760,3810,2022-08-12 17:02:41,2022-08-12 17:03:30,50,1,1.0
377,3770,3820,2022-08-12 17:02:51,2022-08-12 17:03:40,50,1,1.0
378,3780,3830,2022-08-12 17:03:01,2022-08-12 17:03:50,50,1,1.0
379,3790,3840,2022-08-12 17:03:11,2022-08-12 17:04:00,50,1,1.0
380,3800,3850,2022-08-12 17:03:21,2022-08-12 17:04:10,50,1,1.0
381,3810,3860,2022-08-12 17:03:31,2022-08-12 17:04:20,50,1,1.0
382,3820,3870,2022-08-12 17:03:41,2022-08-12 17:04:30,50,1,1.0
383,3830,3880,2022-08-12 17:03:51,2022-08-12 17:04:40,50,1,1.0
384,3840,3890,2022-08-12 17:04:01,2022-08-12 17:04:50,50,1,1.0
385,3850,3900,2022-08-12 17:04:11,2022-08-12 17:05:00,50,1,1.0
386,3860,3910,2022-08-12 17:04:21,2022-08-12 17:05:10,50,1,1.0
387,3870,3920,2022-08-12 17:04:31,2022-08-12 17:05:20,50,1,1.0
388,3880,3930,2022-08-12 17:04:41,2022-08-12 17:05:30,50,1,1.0
389,3890,3940,2022-08-12 17:04:51,2022-08-12 17:05:40,50,1,1.0
390,3900,3950,2022-08-12 17:05:01,2022-08-12 17:05:50,50,1,1.0
391,3910,3960,2022-08-12 17:05:11,2022-08-12 17:06:00,50,1,1.0
392,3920,3970,2022-08-12 17:05:21,2022-08-12 17:06:10,50,1,1.0
393,3930,3980,2022-08-12 17:05:31,2022-08-12 17:06:20,50,1,1.0
394,3940,3990,2022-08-12 17:05:41,2022-08-12 17:06:30,50,1,1.0
395,3950,4000,2022-08-12 17:05:51,2022-08-12 17:06:40,50,1,1.0
396,3960,4010,2022-08-12 17:06:01,2022-08-12 17:06:50,50,1,1.0
397,3970,4020,2022-08-12 17:06:11,2022-08-12 17:07:00,50,1,1.0
398,3980,4030,2022-08-12 17:06:21,2022-08-12 17:07:10,50,1,1.0
399,3990,4040,2022-08-12 17:06:31,2022-08-12 17:07:20,50,1,1.0
400,4000,4050,2022-08-12 17:06:41,2022-08-12 17:07:30,50,1,1.0
401,4010,4060,2022-08-12 17:06:51,2022-08-12 17:07:40,50,1,1.0
402,4020,4070,2022-08-12 17:07:01,2022-08-12 17:07:50,50,1,1.0
403,4030,4080,2022-08-12 17:07:11,2022-08-12 17:08:00,50,1,1.0
404,4040,4090,2022-08-12 17:07:21,2022-08-12 17:08:10,50,1,1.0
405,4050,4100,2022-08-12 17:07:31,2022-08-12 17:08:20,50,1,1.0
406,4060,4110,2022-08-12 17:07:41,2022-08-12 17:08:30,50,1,1.0
407,4070,4120,2022-08-12 17:07:51,2022-08-12 17:08:40,50,1,1.0
408,4080,4130,2022-08-12 17:08:01,2022-08-12 17:08:50,50,1,1.0
409,4090,4140,2022-08-12 17:08:11,2022-08-12 17:09:00,50,1,1.0
410,4100,4150,2022-08-12 17:08:21,2022-08-12 17:09:10,50,1,1.0
411,4110,4160,2022-08-12 17:08:31,2022-08-12 17:09:20,50,1,1.0
412,4120,4170,2022-08-12 17:08:41,2022-08-12 17:09:30,50,1,1.0
413,4130,4180,2022-08-12 17:08:51,2022-08-12 17:09:40,50,1,1.0
414,4140,4190,2022-08-12 17:09:01,2022-08-12 17:09:50,50,1,1.0
415,4150,4200,2022-08-12 17:09:11,2022-08-12 17:10:00,50,1,1.0
416,4160,4210,2022-08-12 17:09:21,2022-08-12 17:10:10,50,1,1.0
417,4170,4220,2022-08-12 17:09:31,2022-08-12 17:10:20,50,1,1.0
418,4180,4230,2022-08-12 17:09:41,2022-08-12 17:10:30,50,1,1.0
419,4190,4240,2022-08-12 17:09:51,2022-08-12 17:10:40,50,1,1.0
420,4200,4250,2022-08-12 17:10:01,2022-08-12 17:10:50,50,1,1.0
421,4210,4260,2022-08-12 17:10:11,2022-08-12 17:11:00,50,1,1.0
422,4220,4270,2022-08-12 17:10:21,2022-08-12 17:11:10,50,1,1.0
423,4230,4280,2022-08-12 17:10:31,2022-08-12 17:11:20,50,1,1.0
424,4240,4290,2022-08-12 17:10:41,2022-08-12 17:11:30,50,1,1.0
425,4250,4300,2022-08-12 17:10:51,2022-08-12 17:11:40,50,1,1.0
426,4260,4310,2022-08-12 17:11:01,2022-08-12 17:11:50,50,1,1.0
427,4270,4320,2022-08-12 17:11:11,2022-08-12 17:12:00,50,1,1.0
428,4280,4330,2022-08-12 17:11:21,2022-08-12 17:12:10,50,1,1.0
429,4290,4340,2022-08-12 17:11:31,2022-08-12 17:12:20,50,1,1.0
430,4300,4350,2022-08-12 17:11:41,2022-08-12 17:12:30,50,1,1.0
431,4310,4360,2022-08-12 17:11:51,2022-08-12 17:12:40,50,1,1.0
432,4320,4370,2022-08-12 17:12:01,2022-08-12 17:12:50,50,1,1.0
433,4330,4380,2022-08-12 17:12:11,2022-08-12 17:13:00,50,1,1.0
434,4340,4390,2022-08-12 17:12:21,2022-08-12 17:13:10,50,1,1.0
435,4350,4400,2022-08-12 17:12:31,2022-08-12 17:13:20,50,1,1.0
436,4360,4410,2022-08-12 17:12:41,2022-08-12 17:13:30,50,1,1.0
437,4370,4420,2022-08-12 17:12:51,2022-08-12 17:13:40,50,1,1.0
438,4380,4430,2022-08-12 17:13:01,2022-08-12 17:13:50,50,1,1.0
439,4390,4440,2022-08-12 17:13:11,2022-08-12 17:14:00,50,1,1.0
440,4400,4450,2022-08-12 17:13:21,2022-08-12 17:14:10,50,1,1.0
441,4410,4460,2022-08-12 17:13:31,2022-08-12 17:14:20,50,1,1.0
442,4420,4470,2022-08-12 17:13:41,2022-08-12 17:14:30,50,1,1.0
443,4430,4480,2022-08-12 17:13:51,2022-08-12 17:14:40,50,1,1.0
444,4440,4490,2022-08-12 17:14:01,2022-08-12 17:14:50,50,1,1.0
445,4450,4500,2022-08-12 17:14:11,2022-08-12 17:15:00,50,1,1.0
446,4460,4510,2022-08-12 17:14:21,2022-08-12 17:15:10,50,1,1.0
447,4470,4520,2022-08-12 17:14:31,2022-08-12 17:15:20,50,1,1.0
448,4480,4530,2022-08-12 17:14:41,2022-08-12 17:15:30,50,1,1.0
449,4490,4540,2022-08-12 17:14:51,2022-08-12 17:15:40,50,1,1.0
450,4500,4550,2022-08-12 17:15:01,2022-08-12 17:15:50,50,1,1.0
451,4510,4560,2022-08-12 17:15:11,2022-08-12 17:16:00,50,1,1.0
452,4520,4570,2022-08-12 17:15:21,2022-08-12 17:16:10,50,1,1.0
453,4530,4580,2022-08-12 17:15:31,2022-08-12 17:16:20,50,1,1.0
454,4540,4590,2022-08-12 17:15:41,2022-08-12 17:16:30,50,1,1.0
455,4550,4600,2022-08-12 17:15:51,2022-08-12 17:16:40,50,1,1.0
456,4560,4610,2022-08-12 17:16:01,2022-08-12 17:16:50,50,1,1.0
457,4570,4620,2022-08-12 17:16:11,2022-08-12 17:17:00,50,1,1.0
458,4580,4630,2022-08-12 17:16:21,2022-08-12 17:17:10,50,1,1.0
459,4590,4640,2022-08-12 17:16:31,2022-08-12 17:17:20,50,1,1.0
460,4600,4650,2022-08-12 17:16:41,2022-08-12 17:17:30,50,1,1.0
461,4610,4660,2022-08-12 17:16:51,2022-08-12 17:17:40,50,1,1.0
462,4620,4670,2022-08-12 17:17:01,2022-08-12 17:17:50,50,1,1.0
463,4630,4680,2022-08-12 17:17:11,2022-08-12 17:18:00,50,1,1.0
464,4640,4690,2022-08-12 17:17:21,2022-08-12 17:18:10,50,1,1.0
465,4650,4700,2022-08-12 17:17:31,2022-08-12 17:18:20,50,1,1.0
466,4660,4710,2022-08-12 17:17:41,2022-08-12 17:18:30,50,1,1.0
467,4670,4720,2022-08-12 17:17:51,2022-08-12 17:18:40,50,1,1.0
468,4680,4730,2022-08-12 17:18:01,2022-08-12 17:18:50,50,1,1.0
469,4690,4740,2022-08-12 17:18:11,2022-08-12 17:19:00,50,1,1.0
470,4700,4750,2022-08-12 17:18:21,2022-08-12 17:19:10,50,1,1.0
471,4710,4760,2022-08-12 17:18:31,2022-08-12 17:19:20,50,1,1.0
472,4720,4770,2022-08-12 17:18:41,2022-08-12 17:19:30,50,1,1.0
473,4730,4780,2022-08-12 17:18:51,2022-08-12 17:19:40,50,1,1.0
474,4740,4790,2022-08-12 17:19:01,2022-08-12 17:19:50,50,1,1.0
475,4750,4800,2022-08-12 17:19:11,2022-08-12 17:20:00,50,1,1.0
476,4760,4810,2022-08-12 17:19:21,2022-08-12 17:20:10,50,1,1.0
477,4770,4820,2022-08-12 17:19:31,2022-08-12 17:20:20,50,1,1.0
478,4780,4830,2022-08-12 17:19:41,2022-08-12 17:20:30,50,1,1.0
479,4790,4840,2022-08-12 17:19:51,2022-08-12 17:20:40,50,1,1.0
480,4800,4850,2022-08-12 17:20:01,2022-08-12 17:20:50,50,1,1.0
481,4810,4860,2022-08-12 17:20:11,2022-08-12 17:21:00,50,1,1.0
482,4820,4870,2022-08-12 17:20:21,2022-08-12 17:21:10,50,1,1.0
483,4830,4880,2022-08-12 17:20:31,2022-08-12 17:21:20,50,1,1.0
484,4840,4890,2022-08-12 17:20:41,2022-08-12 17:21:30,50,1,1.0
485,4850,4900,2022-08-12 17:20:51,2022-08-12 17:21:40,50,1,1.0
486,4860,4910,2022-08-12 17:21:01,2022-08-12 17:21:50,50,1,1.0
487,4870,4920,2022-08-12 17:21:11,2022-08-12 17:22:00,50,1,1.0
488,4880,4930,2022-08-12 17:21:21,2022-08-12 17:22:10,50,1,1.0
489,4890,4940,2022-08-12 17:21:31,2022-08-12 17:22:20,50,1,1.0
490,4900,4950,2022-08-12 17:21:41,2022-08-12 17:22:30,50,1,1.0
491,4910,4960,2022-08-12 17:21:51,2022-08-12 17:22:40,50,1,1.0
492,4920,4970,2022-08-12 17:22:01,2022-08-12 17:22:50,50,1,1.0
493,4930,4980,2022-08-12 17:22:11,2022-08-12 17:23:00,50,1,1.0
494,4940,4990,2022-08-12 17:22:21,2022-08-12 17:23:10,50,1,1.0
495,4950,5000,2022-08-12 17:22:31,2022-08-12 17:23:20,50,1,1.0
